ID,Year_Birth,Income,Dt_Customer,Recency,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Numbers of sons,Total_Spent,Total_Purchases,Marital_Status_Alone,Marital_Status_Partner,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Clusters
10196,1978,71427,2014-12-03,26,4,0,0,0,0,0,0,3,11,0,46,2,614,20,0,1,0,1,0,0,4
6384,1978,71022,2014-11-02,30,8,1,0,0,0,0,0,3,11,0,46,1,1453,21,1,0,0,1,0,0,0
8029,1988,90247,2013-07-02,27,1,0,1,1,1,0,0,3,11,1,36,0,1621,15,1,0,0,0,1,0,0
968,1968,41335,2013-07-02,24,7,0,0,0,0,0,0,3,11,0,56,1,187,12,1,0,0,0,1,0,0
6988,1986,71952,2013-10-01,93,4,1,0,1,0,0,0,3,11,0,38,1,1443,22,0,1,0,1,0,0,4
4472,1970,35682,2013-07-02,34,2,0,0,0,0,0,0,3,11,0,54,1,57,6,1,0,0,0,0,1,0
6991,1951,43185,2013-10-04,88,8,0,0,0,0,0,0,3,11,0,73,1,637,20,1,0,0,1,0,0,0
3336,1948,66375,2013-07-02,96,7,1,0,0,0,0,0,3,11,0,76,1,948,14,0,1,0,0,0,1,2
4301,1971,35178,2013-10-01,10,7,1,0,0,0,0,0,3,11,1,53,1,59,5,0,1,0,0,1,0,1
1940,1986,25252,2013-12-07,26,8,0,0,0,0,0,0,3,11,0,38,1,18,4,0,1,0,1,0,0,1
1272,1965,55250,2013-07-02,49,5,0,0,0,0,0,0,3,11,0,59,1,903,26,1,0,0,0,1,0,0
1388,1975,33249,2013-07-02,11,6,0,0,0,0,0,0,3,11,0,49,1,112,8,1,0,0,1,0,0,3
1044,1953,58398,2013-07-02,44,4,0,0,0,0,0,0,3,11,0,71,0,596,20,0,1,0,1,0,0,4
6969,1982,50272,2013-07-08,75,7,0,0,0,0,0,0,3,11,0,42,1,233,13,0,1,0,1,0,0,1
10479,1975,76618,2012-07-12,64,1,0,0,0,0,0,0,3,11,0,49,0,1511,11,0,1,0,0,0,1,2
3619,1960,87305,2013-07-02,19,2,0,0,1,0,0,0,3,11,1,64,0,1152,17,1,0,0,0,0,0,0
1715,1978,25851,2013-11-02,45,7,0,0,0,0,0,0,3,11,0,46,1,48,7,0,1,0,1,0,0,1
10159,1970,58710,2013-07-02,77,6,0,0,0,0,0,0,3,11,0,54,1,1185,31,1,0,0,1,0,0,0
1463,1958,45160,2013-07-02,9,7,0,0,0,0,0,0,3,11,0,66,2,21,4,1,0,0,1,0,0,3
5114,1965,74806,2013-07-02,1,4,0,0,0,0,0,0,3,11,0,59,1,965,16,0,1,0,0,1,0,2
4990,1954,59111,2013-02-05,90,7,0,0,0,0,0,0,3,11,0,70,0,869,21,0,1,0,1,0,0,4
4329,1984,18988,2013-07-02,43,7,0,0,0,0,0,0,3,11,0,40,1,16,6,0,1,0,0,0,1,1
10936,1965,72190,2013-07-02,79,3,0,0,0,0,0,0,3,11,0,59,0,1947,16,0,1,0,1,0,0,4
4692,1976,7500,2012-01-08,19,9,1,0,0,0,0,0,3,11,1,48,1,71,12,0,1,0,1,0,0,1
7212,1966,44794,2014-08-06,99,6,0,0,0,0,0,0,3,11,0,58,1,65,6,0,1,0,1,0,0,1
6086,1955,80395,2013-07-02,62,2,0,0,0,1,0,0,3,11,0,69,0,1380,24,0,1,0,1,0,0,4
437,1976,75012,2013-07-02,41,1,0,0,0,0,0,0,3,11,0,48,0,1027,23,1,0,0,0,1,0,0
11171,1965,56962,2013-11-10,60,7,0,0,0,0,0,0,3,11,0,59,3,411,21,0,1,0,0,1,0,2
11101,1991,89891,2013-07-02,17,4,0,0,1,0,0,0,3,11,0,33,0,836,26,0,1,0,1,0,0,4
5329,1949,35946,2013-07-02,24,5,0,0,0,0,0,0,3,11,0,75,2,11,4,1,0,0,0,0,1,3
610,1953,53593,2012-07-08,60,8,0,0,0,0,0,0,3,11,0,71,2,480,23,0,1,0,0,0,1,2
9384,1978,66373,2013-12-06,57,3,0,0,0,0,0,0,3,11,0,46,2,606,23,0,1,0,1,0,0,4
5956,1948,45072,2013-07-02,74,8,0,0,0,0,0,0,3,11,0,76,3,284,16,1,0,0,0,0,1,3
10430,1973,89694,2013-09-10,22,5,0,1,1,1,0,0,3,11,0,51,2,1472,14,1,0,0,1,0,0,0
7875,1949,72025,2013-07-02,46,2,0,1,1,1,0,0,3,11,1,75,0,1677,26,0,1,0,1,0,0,4
7072,1973,67432,2013-07-02,69,4,0,0,0,0,0,0,3,11,0,51,1,1335,19,0,1,0,1,0,0,4
6255,1952,70545,2014-03-06,29,2,0,0,0,0,0,0,3,11,0,72,1,334,13,0,1,0,0,1,0,2
6516,1989,17487,2013-07-02,37,7,0,0,0,0,0,0,3,11,0,35,1,18,4,0,1,1,0,0,0,1
5564,1969,62882,2012-09-08,26,4,0,0,0,0,0,0,3,11,0,55,1,1338,20,0,1,0,1,0,0,4
5682,1953,64108,2013-07-02,8,5,0,0,0,0,0,0,3,11,0,71,1,1099,30,1,0,0,0,0,1,0
7458,1956,34941,2013-06-03,26,8,0,0,0,0,0,0,3,11,0,68,2,97,8,0,1,0,0,1,0,1
5237,1950,48767,2014-01-01,79,5,0,0,0,0,0,0,3,11,0,74,3,63,9,1,0,0,0,0,1,3
7761,1978,38702,2013-01-08,71,6,0,0,0,0,0,0,3,11,0,46,1,109,9,0,1,0,0,0,0,1
5278,1964,82224,2013-07-02,83,3,0,0,0,1,0,0,3,11,0,60,0,902,21,0,1,0,1,0,0,4
3560,1952,83844,2013-12-05,57,1,0,0,1,0,0,0,3,11,0,72,0,1574,20,0,1,0,1,0,0,4
7235,1975,17003,2013-09-12,37,5,0,0,0,0,0,0,3,11,0,49,1,38,9,0,1,0,0,0,0,1
10548,1995,71163,2014-09-03,30,1,0,0,0,0,0,0,3,11,0,29,0,960,24,1,0,0,1,0,0,0
2281,1970,33697,2013-07-02,34,7,1,0,0,0,0,0,3,11,0,54,1,28,4,1,0,0,1,0,0,3
4073,1954,63564,2013-07-02,0,6,1,0,0,0,0,0,3,11,1,70,0,1215,28,0,1,0,0,0,0,2
6974,1972,83443,2013-07-02,89,2,0,0,0,0,0,0,3,11,0,52,0,1497,22,0,1,0,0,0,1,2
7938,1958,51518,2013-03-10,92,3,0,0,0,0,0,0,3,11,0,66,1,449,17,0,1,0,0,0,1,2
7094,1975,58330,2013-07-02,87,4,0,0,0,0,0,0,3,11,0,49,1,1064,24,1,0,0,1,0,0,0
3667,1969,80952,2013-07-02,20,8,0,1,1,1,0,0,3,11,1,55,0,1757,25,0,1,0,1,0,0,4
7723,1979,75507,2014-02-05,56,3,0,0,0,0,0,0,3,11,0,45,0,1440,21,0,1,0,1,0,0,4
3870,1978,63855,2013-09-02,28,4,0,0,0,0,0,0,3,11,0,46,0,1006,24,0,1,0,0,0,0,4
4012,1972,62220,2012-11-08,55,6,0,0,0,0,0,0,3,11,1,52,1,1226,23,0,1,0,0,0,1,2
5909,1964,58512,2013-07-02,25,8,0,0,0,0,0,0,3,11,0,60,1,1171,20,0,1,0,1,0,0,4
10470,1979,40662,2013-07-02,0,4,0,0,0,0,0,0,3,11,0,45,1,92,8,0,1,0,0,1,0,1
6488,1959,38829,2014-06-04,86,5,0,0,0,0,0,0,3,11,0,65,1,99,8,0,1,0,0,0,1,2
10270,1981,35523,2013-03-10,8,7,0,0,0,0,0,0,3,11,0,43,1,66,8,0,1,0,0,0,0,1
6887,1967,79146,2013-07-02,33,6,0,0,0,0,0,0,3,11,0,57,2,564,19,1,0,0,1,0,0,0
6406,1988,78285,2013-07-02,13,3,0,0,0,0,0,0,3,11,0,36,0,1427,21,0,1,0,0,1,0,2
7573,1978,31626,2013-10-05,12,7,1,0,0,0,0,0,3,11,1,46,1,86,6,1,0,0,0,0,1,3
4508,1952,75127,2013-07-02,92,1,0,0,0,0,0,0,3,11,0,72,0,833,19,1,0,0,1,0,0,0
221,1955,48726,2013-07-02,90,6,0,0,0,0,0,0,3,11,0,69,1,242,12,0,1,0,1,0,0,4
5331,1977,74985,2012-11-09,8,2,0,0,0,0,0,0,3,11,0,47,0,1869,17,0,1,0,1,0,0,4
1911,1987,67430,2012-05-09,6,6,0,0,0,0,0,0,3,11,0,37,0,1364,29,0,1,0,1,0,0,4
20,1965,46891,2013-01-09,91,4,0,0,0,0,0,0,3,11,0,59,1,183,8,0,1,0,0,0,0,1
8786,1956,62058,2013-07-02,52,6,0,0,0,0,0,0,3,11,0,68,1,450,18,0,1,0,0,1,0,2
10582,1979,72063,2013-03-07,3,2,0,0,0,0,0,0,3,11,0,45,1,758,21,0,1,0,1,0,0,4
1915,1951,78939,2013-12-12,57,3,0,0,0,0,0,0,3,11,0,73,0,1507,20,0,1,0,0,0,1,2
8897,1965,42720,2013-07-02,9,8,0,0,0,0,0,0,3,11,1,59,2,654,25,1,0,0,1,0,0,0
2371,1972,33622,2013-07-02,22,7,0,0,0,0,0,0,3,11,0,52,2,81,9,0,1,0,1,0,0,1
4303,1957,6835,2012-08-12,76,20,0,0,0,0,0,0,3,11,0,67,1,137,1,0,1,0,0,0,1,1
6825,1953,41452,2013-06-03,86,7,0,0,0,0,0,0,3,11,0,71,2,16,4,0,1,0,1,0,0,1
1072,1965,40760,2013-07-02,64,6,0,0,0,0,0,0,3,11,0,59,1,93,8,1,0,0,0,0,1,3
4964,1958,74250,2013-07-02,90,1,0,0,0,0,0,0,3,11,0,66,0,1158,18,0,1,0,0,0,1,2
2461,1955,51124,2013-07-02,79,3,0,0,0,0,0,0,3,11,0,69,2,43,6,1,0,0,0,1,0,0
10736,1971,72258,2013-12-09,28,2,0,0,0,0,0,0,3,11,0,53,1,1525,22,1,0,0,1,0,0,0
3194,1974,71466,2014-05-04,86,1,0,0,0,0,0,0,3,11,0,50,0,1230,19,1,0,0,0,0,1,0
10839,1976,36283,2013-07-02,42,4,0,0,0,0,0,0,3,11,0,48,2,29,6,0,1,0,1,0,0,1
49,1970,20587,2014-11-05,39,7,0,0,0,0,0,0,3,11,0,54,1,25,5,1,0,0,1,0,0,3
4290,1972,30467,2013-07-02,8,7,0,0,0,0,0,0,3,11,0,52,1,24,4,0,1,0,1,0,0,1
10219,1972,31590,2013-07-02,40,8,0,0,0,0,0,0,3,11,0,52,1,38,5,0,1,0,1,0,0,1
4211,1986,20425,2013-07-02,5,7,0,0,0,0,0,0,3,11,0,38,1,57,7,0,1,1,0,0,0,1
1135,1960,17144,2013-07-02,96,7,0,0,0,0,0,0,3,11,0,64,2,47,12,0,1,0,0,1,0,1
6299,1968,42564,2013-02-01,28,7,1,0,0,0,0,0,3,11,1,56,1,813,24,1,0,0,0,0,1,0
10846,1978,43783,2013-07-02,22,7,1,0,0,0,0,0,3,11,0,46,1,629,22,0,1,0,0,1,0,2
347,1976,40780,2012-08-09,30,9,0,0,0,0,0,0,3,11,0,48,1,377,17,1,0,0,1,0,0,3
6543,1945,62847,2013-07-02,45,2,0,0,0,0,0,0,3,11,0,79,0,1612,14,0,1,0,0,1,0,2
10446,1957,82017,2012-07-11,58,2,0,1,1,1,0,0,3,11,1,67,0,729,17,0,1,0,0,0,1,2
3479,1950,16813,2013-07-02,49,7,1,0,0,0,0,0,3,11,0,74,0,50,6,1,0,0,1,0,0,3
11075,1978,51267,2013-07-02,37,4,0,0,0,0,0,0,3,11,0,46,2,270,15,0,1,0,1,0,0,4
4442,1961,46524,2013-05-04,70,3,0,0,0,0,0,0,3,11,0,63,1,177,9,1,0,0,1,0,0,0
199,1962,45183,2013-07-02,33,7,0,1,0,0,0,0,3,11,0,62,0,315,13,1,0,0,0,1,0,0
6722,1954,70421,2013-07-02,98,6,0,0,0,0,0,0,3,11,0,70,1,767,23,0,1,0,0,0,1,2
796,1965,60161,2013-07-02,17,8,0,0,0,0,0,0,3,11,0,59,1,1071,26,1,0,0,0,0,0,0
3749,1973,73926,2013-02-03,54,3,0,0,0,0,0,0,3,11,0,51,0,1580,24,0,1,0,1,0,0,4
8523,1968,19329,2013-07-02,39,8,0,0,0,0,0,0,3,11,0,56,1,60,10,0,1,0,1,0,0,1
310,1970,61872,2013-07-02,81,4,0,0,0,0,0,0,3,11,0,54,1,573,21,0,1,0,0,1,0,2
8629,1956,46984,2013-07-02,71,5,0,0,0,0,0,0,3,11,0,68,2,41,5,1,0,0,1,0,0,3
236,1951,34838,2013-07-02,62,6,0,0,0,0,0,0,3,11,0,73,2,170,10,0,1,0,1,0,0,1
9930,1944,82716,2013-05-11,8,2,0,0,0,0,0,0,3,11,0,80,0,1167,28,1,0,0,0,0,1,0
3483,1958,48192,2013-06-04,76,8,0,1,0,1,1,0,3,11,1,66,0,1526,25,0,1,0,1,0,0,4
4599,1976,49681,2013-04-11,66,7,0,0,0,0,0,0,3,11,0,48,2,458,21,0,1,0,0,1,0,2
7326,1971,56850,2013-07-02,83,2,0,0,0,0,0,0,3,11,0,53,1,63,6,0,1,0,0,1,0,2
7352,1957,55267,2013-07-02,28,3,0,0,0,0,0,0,3,11,0,67,1,405,17,0,1,0,1,0,0,4
2350,1972,59666,2013-07-02,87,8,0,1,0,0,0,0,3,11,0,52,2,1027,20,0,1,0,1,0,0,4
9145,1972,72504,2013-06-04,43,2,0,0,0,0,0,0,3,11,0,52,1,1478,22,1,0,0,1,0,0,0
2964,1981,26872,2013-07-02,0,6,0,0,0,0,0,0,3,11,0,43,0,72,5,0,1,0,1,0,0,1
5585,1972,21359,2013-07-02,1,8,0,0,0,0,0,0,3,11,1,52,1,48,7,1,0,0,1,0,0,3
9687,1975,73170,2013-07-02,1,2,0,0,0,0,0,0,3,11,0,49,0,726,16,1,0,0,1,0,0,0
3732,1955,52750,2013-04-02,72,4,0,0,0,0,0,0,3,11,0,69,1,860,27,0,1,0,0,1,0,2
6303,1986,91820,2013-07-02,72,1,0,0,0,0,0,0,3,11,0,38,0,1497,22,0,1,0,0,0,1,2
11176,1970,65968,2014-12-05,12,3,0,0,0,0,0,0,3,11,0,54,1,495,18,0,1,0,0,0,1,2
2986,1976,30772,2014-12-03,89,6,0,0,0,0,0,0,3,11,0,48,2,20,4,0,1,0,1,0,0,1
7462,1954,22507,2013-07-02,67,9,0,0,0,0,0,0,3,11,0,70,0,570,19,1,0,0,1,0,0,0
3900,1972,65685,2013-07-02,54,5,0,0,0,0,0,0,3,11,0,52,1,769,21,0,1,0,1,0,0,4
7034,1978,25804,2013-01-09,34,8,0,0,0,0,0,0,3,11,0,46,1,55,7,0,1,0,0,0,0,1
9493,1980,76412,2013-05-05,15,3,0,0,1,1,0,0,3,11,1,44,0,1808,18,1,0,0,0,0,1,0
1143,1972,22063,2013-08-08,43,7,0,0,0,0,0,0,3,11,0,52,1,55,7,0,1,0,1,0,0,1
1,1961,57091,2013-07-02,0,5,0,0,0,0,1,0,3,11,1,63,0,577,18,1,0,0,1,0,0,0
3855,1963,22419,2013-07-02,74,8,0,0,0,0,0,0,3,11,0,61,0,162,8,0,1,0,1,0,0,1
5536,1959,87771,2013-07-02,61,6,0,1,1,1,1,0,3,11,1,65,1,1957,20,0,1,0,1,0,0,4
5989,1959,78353,2013-07-02,51,8,0,0,0,0,0,0,3,11,0,65,1,1576,24,1,0,0,0,0,0,0
9499,1954,93404,2013-07-05,97,5,0,1,1,0,0,0,3,11,0,70,3,1616,17,0,1,0,1,0,0,4
6768,1962,37859,2013-12-01,75,8,0,0,0,0,0,0,3,11,0,62,3,36,6,1,0,0,1,0,0,3
2150,1958,80995,2013-11-05,83,4,0,0,0,0,0,0,3,11,0,66,1,1482,22,1,0,0,0,0,1,0
6646,1984,16529,2014-01-03,23,6,0,0,0,0,0,0,3,11,0,40,1,22,5,0,1,0,1,0,0,1
4887,1976,55412,2013-07-02,65,5,0,0,0,0,0,0,3,11,0,48,2,63,6,1,0,0,0,0,1,3
8560,1992,48789,2012-10-09,94,6,0,0,0,0,0,0,3,11,0,32,0,680,18,1,0,0,1,0,0,0
3321,1967,56575,2013-05-05,42,5,0,0,0,0,0,0,3,11,0,57,2,542,20,0,1,0,0,0,1,2
11003,1980,25130,2013-02-10,10,7,0,0,0,0,0,0,3,11,0,44,1,50,7,0,1,0,0,0,0,1
10402,1967,35441,2013-07-02,94,8,0,0,0,0,0,0,3,11,0,57,2,39,6,0,1,0,1,0,0,1
9904,1956,71391,2013-07-02,50,3,0,0,0,0,0,0,3,11,0,68,1,1043,28,0,1,0,1,0,0,4
6141,1972,49494,2013-07-02,46,7,0,0,0,0,0,0,3,11,0,52,1,385,14,1,0,0,0,1,0,0
5687,1980,81702,2013-07-02,98,3,0,0,0,0,0,0,3,11,0,44,0,1633,27,1,0,0,1,0,0,0
10856,1980,45889,2013-02-07,42,6,0,0,0,0,0,0,3,11,0,44,1,46,5,1,0,0,0,0,0,3
5121,1977,56628,2013-07-02,30,5,1,0,0,0,0,0,3,11,0,47,1,761,20,1,0,0,1,0,0,0
4186,1950,34026,2013-05-08,11,5,0,0,0,0,0,0,3,11,0,74,2,76,9,0,1,0,1,0,0,1
368,1974,40049,2013-07-02,61,5,0,0,0,0,0,0,3,11,0,50,1,290,14,0,1,0,1,0,0,4
3312,1988,34176,2014-12-05,12,6,0,0,0,0,0,0,3,11,0,36,1,89,11,1,0,0,1,0,0,3
11121,1981,19419,2012-10-11,76,9,0,0,0,0,0,0,3,11,0,43,1,70,11,0,1,0,1,0,0,1
5332,1960,82504,2013-07-02,2,1,0,0,0,0,0,0,3,11,0,64,0,1066,17,0,1,0,0,0,0,2
5848,1970,81205,2013-07-02,43,2,1,0,1,0,1,0,3,11,1,54,0,2009,19,0,1,0,1,0,0,4
10343,1991,61618,2013-07-02,27,3,0,0,0,0,0,0,3,11,0,33,0,1345,19,1,0,0,0,0,0,0
5935,1956,55284,2013-07-02,60,5,0,0,0,0,0,0,3,11,0,68,1,764,23,1,0,0,0,1,0,0
2895,1963,49980,2013-07-02,79,5,0,0,0,0,0,0,3,11,0,61,1,195,11,1,0,0,1,0,0,0
10262,1980,15072,2013-10-05,96,5,0,0,0,0,0,0,3,11,0,44,2,53,11,0,1,0,1,0,0,1
7848,1974,49166,2013-07-02,17,6,0,0,0,0,0,0,3,11,0,50,1,368,13,1,0,0,1,0,0,0
9477,1954,65324,2014-11-01,0,4,0,0,0,0,0,0,3,11,0,70,1,544,20,0,1,0,0,0,1,2
4856,1957,82347,2012-06-11,38,3,1,0,0,1,0,0,3,11,0,67,0,1853,25,0,1,0,0,0,0,2
7186,1966,30843,2013-07-02,43,5,1,0,0,0,0,0,3,11,0,58,2,35,6,0,1,0,0,0,1,1
5794,1974,46374,2013-07-02,1,8,0,1,0,1,0,0,3,11,1,50,1,446,18,0,1,0,0,0,1,2
1456,1979,60474,2013-01-04,25,7,0,0,0,0,0,0,3,11,0,45,1,1180,31,1,0,0,1,0,0,0
4877,1973,38576,2014-04-03,2,7,0,0,0,0,0,0,3,11,0,51,1,41,5,0,1,0,0,1,0,1
425,1985,55357,2013-07-02,66,5,0,0,0,0,0,0,3,11,0,39,2,727,22,0,1,0,1,0,0,4
3007,1966,37758,2012-04-10,49,8,0,0,0,0,0,0,3,11,0,58,2,40,6,0,1,0,1,0,0,1
1031,1989,85710,2013-05-05,5,2,0,0,1,0,0,0,3,11,0,35,0,1062,26,0,1,0,0,0,0,2
4297,1969,23228,2013-07-02,71,8,0,0,0,0,0,0,3,11,0,55,1,40,7,0,1,0,1,0,0,1
807,1969,44602,2013-07-02,35,8,0,0,0,0,0,0,3,11,0,55,2,292,17,0,1,0,0,1,0,2
9553,1987,7500,2013-09-01,94,6,0,0,0,0,0,0,3,11,0,37,0,15,4,0,1,0,1,0,0,1
4271,1989,38683,2012-04-10,80,7,0,0,0,0,0,0,3,11,0,35,1,341,17,0,1,0,0,0,0,1
4120,1975,49514,2013-07-02,61,7,0,0,0,0,0,0,3,11,0,49,1,369,13,1,0,0,0,0,0,3
2036,1973,57906,2013-11-06,29,4,0,0,0,0,0,0,3,11,0,51,1,401,17,0,1,0,0,0,1,2
115,1966,43456,2013-07-02,0,5,0,0,0,0,0,0,3,11,0,58,1,393,17,1,0,0,0,1,0,0
4259,1986,19485,2013-07-02,80,7,0,0,0,0,0,0,3,11,0,38,2,10,4,1,0,0,0,1,0,3
8687,1978,53172,2013-06-05,54,3,0,0,0,0,0,0,3,11,0,46,1,486,16,0,1,0,1,0,0,4
2447,1979,30545,2013-07-02,71,7,0,0,0,0,0,0,3,11,0,45,1,69,7,0,1,0,1,0,0,1
10140,1983,70123,2013-07-02,27,3,0,1,0,0,1,0,3,11,0,41,0,1727,17,0,1,0,0,0,1,2
9353,1959,62450,2014-06-01,61,3,0,1,0,0,0,0,3,11,0,65,1,995,16,1,0,0,1,0,0,0
3623,1976,21675,2014-11-06,55,7,0,0,0,0,0,0,3,11,0,48,1,45,10,0,1,0,1,0,0,1
738,1981,42395,2014-04-04,35,7,0,0,0,0,0,0,3,11,0,43,2,182,12,1,0,0,0,0,0,3
7631,1978,61346,2013-06-10,34,3,0,0,0,0,0,0,3,11,0,46,1,989,23,0,1,0,0,1,0,2
4789,1953,80812,2013-07-02,95,2,1,0,1,1,0,0,3,11,0,71,0,1677,18,0,1,0,1,0,0,4
773,1971,42835,2013-07-02,64,6,0,0,0,0,0,0,3,11,0,53,2,595,23,1,0,0,0,1,0,0
10602,1983,39922,2013-07-02,30,8,0,0,0,0,0,0,3,11,0,41,1,156,9,0,1,0,1,0,0,1
1446,1956,86424,2014-05-04,12,1,0,0,0,0,0,0,3,11,0,68,0,1226,28,1,0,0,0,1,0,0
3270,1978,17117,2013-07-02,96,9,0,0,0,0,0,0,3,11,0,46,1,128,11,0,1,0,0,0,0,1
8443,1972,24762,2014-10-02,16,8,1,0,0,0,0,0,3,11,1,52,1,86,9,1,0,0,1,0,0,3
9653,1975,35797,2013-07-02,16,8,0,0,0,0,0,0,3,11,0,49,1,68,7,0,1,0,1,0,0,1
8916,1975,36627,2013-07-02,78,5,0,0,0,0,0,0,3,11,0,49,2,16,4,1,0,0,1,0,0,3
8017,1981,51111,2013-07-02,83,6,0,0,0,0,0,0,3,11,0,43,2,55,7,0,1,0,0,0,0,1
5830,1972,86857,2012-12-09,96,2,0,0,0,0,0,0,3,11,1,52,0,2114,22,1,0,0,0,0,1,0
4597,1970,82072,2013-02-07,67,1,0,0,0,0,0,0,3,11,0,54,0,2018,19,0,1,0,0,0,1,2
7023,1953,46231,2013-07-02,87,9,0,0,0,0,0,0,3,11,0,71,3,263,15,1,0,0,0,0,1,3
8086,1959,42243,2013-11-12,34,7,0,0,0,0,0,0,3,11,0,65,2,55,7,0,1,0,1,0,0,1
8825,1962,51195,2013-01-04,46,8,0,0,0,0,0,0,3,11,0,62,2,564,24,0,1,0,1,0,0,4
2930,1978,68092,2013-07-02,7,5,0,0,0,0,0,0,3,11,0,46,0,1281,20,1,0,0,0,1,0,0
1928,1973,31814,2013-09-02,73,9,1,0,0,0,0,0,3,11,0,51,1,83,7,0,1,0,1,0,0,1
7108,1965,51390,2012-08-09,54,5,0,0,0,0,0,0,3,11,0,59,2,353,18,1,0,0,0,1,0,0
10925,1983,76630,2013-07-02,93,1,0,0,0,0,0,0,3,11,0,41,0,1003,25,0,1,0,1,0,0,4
9960,1991,26868,2013-07-02,52,7,0,0,0,0,0,0,3,11,0,33,1,14,4,1,0,1,0,0,0,3
8800,1943,48948,2013-01-02,53,6,1,0,0,0,0,0,3,11,1,81,0,902,24,1,0,0,0,0,1,0
9224,1972,55260,2012-12-12,81,6,0,0,0,0,0,0,3,11,0,52,1,1139,25,1,0,0,0,0,1,0
5519,1956,64090,2013-07-08,8,5,0,0,0,0,0,0,3,11,1,68,1,797,20,0,1,0,1,0,0,4
5046,1958,78331,2013-07-02,97,4,0,0,0,0,0,0,3,11,0,66,1,1638,25,1,0,0,1,0,0,0
7037,1974,37087,2013-11-08,50,6,0,0,0,0,0,0,3,11,0,50,1,401,17,0,1,0,0,0,1,2
905,1986,21846,2013-07-02,38,8,0,0,0,0,0,0,3,11,0,38,1,84,11,1,0,0,1,0,0,3
8624,1958,81320,2013-06-02,61,2,0,0,0,0,0,0,3,11,0,66,0,928,18,0,1,0,1,0,0,4
8945,1970,54137,2013-07-02,46,6,0,0,0,0,0,0,3,11,0,54,1,203,11,1,0,0,1,0,0,0
6445,1967,66825,2013-07-02,73,2,0,0,0,0,0,0,3,11,0,57,0,858,16,0,1,0,1,0,0,4
2727,1973,57100,2013-04-12,19,3,0,0,0,0,0,0,3,11,0,51,0,409,13,0,1,0,1,0,0,4
6404,1969,58917,2013-07-02,10,5,0,0,0,0,0,0,3,11,0,55,3,282,16,0,1,0,1,0,0,4
11074,1977,85072,2014-09-04,94,0,0,0,0,0,0,0,3,11,0,47,0,1423,18,1,0,0,1,0,0,0
10150,1961,86429,2013-07-02,10,2,0,0,0,1,0,0,3,11,1,63,0,1449,18,1,0,0,1,0,0,0
1968,1971,45684,2013-02-12,37,7,0,0,0,0,0,0,3,11,0,53,1,28,4,1,0,0,1,0,0,3
6534,1974,47889,2014-04-01,94,5,0,0,0,0,0,0,3,11,0,50,1,67,6,0,1,0,1,0,0,1
9485,1986,45921,2014-10-03,23,4,0,0,0,0,0,0,3,11,0,38,0,199,10,0,1,0,0,0,1,2
7053,1966,78420,2013-07-02,75,1,0,0,0,0,0,0,3,11,0,58,0,1453,22,1,0,0,0,0,1,0
4654,1992,75114,2013-07-11,40,2,0,0,0,0,0,0,3,11,0,32,0,1253,19,0,1,0,1,0,0,4
9760,1963,52278,2013-07-02,24,8,0,0,0,0,0,0,3,11,1,61,1,1198,31,1,0,0,0,0,1,0
1048,1972,35641,2013-07-02,11,7,0,0,0,0,0,0,3,11,1,52,1,178,10,0,1,0,0,1,0,1
10619,1994,95529,2012-03-12,29,3,0,0,1,0,0,0,3,11,1,30,0,1990,18,1,0,0,1,0,0,0
9308,1954,62820,2013-11-05,51,1,0,0,0,0,0,0,3,11,0,70,0,976,14,0,1,0,1,0,0,4
10505,1960,73113,2013-07-02,86,2,0,0,0,0,0,0,3,11,0,64,0,1001,15,0,1,0,0,1,0,2
8362,1982,84169,2013-07-08,9,3,0,1,1,0,0,0,3,11,1,42,0,1919,20,0,1,0,0,0,1,2
2625,1954,42607,2013-07-02,30,3,0,0,0,0,0,0,3,11,0,70,1,350,14,1,0,0,0,0,0,0
4637,1954,74637,2013-07-02,73,3,0,0,0,1,0,0,3,11,0,70,0,1650,25,1,0,0,0,0,1,0
9972,1955,46015,2013-07-02,25,7,1,0,0,0,1,0,3,11,0,69,2,46,5,0,1,0,0,0,1,1
4483,1993,72354,2013-07-02,67,1,0,0,0,0,0,0,3,11,0,31,0,1228,19,1,0,0,1,0,0,0
4487,1969,39858,2013-07-02,67,6,0,0,0,0,0,0,3,11,1,55,1,95,7,1,0,0,0,1,0,3
4988,1948,34469,2014-04-05,58,4,0,0,0,0,0,0,3,11,0,76,2,62,9,0,1,0,0,0,1,2
8931,1986,83033,2013-07-02,82,5,0,0,0,1,0,0,3,11,0,38,1,1761,26,0,1,0,1,0,0,4
5871,1979,24401,2013-07-02,98,8,0,0,0,0,0,0,3,11,0,45,0,467,16,0,1,0,0,1,0,1
2008,1978,77583,2014-10-02,93,2,0,0,0,1,0,0,3,11,0,46,0,1149,19,0,1,0,1,0,0,4
3139,1982,74116,2013-07-02,53,2,0,1,0,0,0,0,3,11,0,42,0,2052,19,1,0,0,0,0,0,0
10037,1993,74293,2014-04-05,66,2,0,0,0,0,0,0,3,11,0,31,0,1127,16,1,0,0,1,0,0,0
10673,1976,68397,2013-07-02,6,3,0,0,0,0,0,0,3,11,0,48,1,1416,21,0,1,0,0,0,1,2
